"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","CAD_5mon","CAD_7mon","CBB_5mon","CBB_7mon","redspider_5mon1_3 ","branch_number","CAD_3mon","CBB_3mon","DM_gravity","height_1st_branch","yield_ha","shoot_weight_plot","root_weight_plot","frogskin1_5","vigor1_5","lodging1_3","lodging1_3_6mon","root_number_commercial","root_weight_commercial","root_number_non_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","mites_3mon","mites_7mon","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_number","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha"
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_SM3536-44_31",3,31,3,9,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",1,1,1,1,1,NA,1,1,26.5153023255814,112,32.1296296296296,NA,17.35,NA,4,1,NA,1,0.7,NA,46,20,4,251,NA,6,1,1,3,NA,NA,NA,37,2.29,0.14,NA,17,NA,NA,1,3,6,85,32.1296296296296,8.51926843238587
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_SM3677-74_25",3,25,3,3,"test"," (Operator: lizbethpino, Time: )","SM3677-74","test",1,1,1,1,1,NA,1,1,25.0022222222222,94,16.962962962963,NA,9.16,NA,4,1,NA,0,0,NA,54,20,4,227,NA,6,1,1,3,NA,NA,NA,33,1.52,0.08,NA,16,NA,NA,1,2,6,80,16.962962962963,4.24111769547326
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_SM3762-15_28",3,28,3,6,"test"," (Operator: lizbethpino, Time: )","SM3762-15","test",1,1,1,1,1,NA,1,1,29.7575486381323,136,24.3888888888889,NA,13.17,NA,4,1,NA,1,0.61,NA,26,20,4,251,NA,6,1,1,3,NA,NA,NA,30,2.79,0.22,NA,10,NA,NA,1,3,6,50,24.3888888888889,7.25753547341116
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_BLANCA-CANDELILLAS_6",1,6,1,6,"check"," (Operator: lizbethpino, Time: )","BLANCA-CANDELILLAS","test",1,1,1,1,1,NA,1,1,29.8400478468899,92.4,6.95555555555555,0.08,3.13,NA,4,1.2,NA,1.33,0.95,NA,38,20,4,301,NA,5,1,1,3,1,NA,2,4,2.27,0.18,NA,12,2,1,1,1,5,60,6.95555555555556,2.07554110579478
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_CG1141-1",1,12,1,12,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",1,1,1,1,1,NA,1,1,33.2272043010752,26.6,16.6666666666667,0.163,7.5,NA,5,2.33,NA,1.66,1.29,NA,71,20,5,257,NA,3,1,1,3,1,NA,2,11.33,3.09,0.3,NA,12,1,2,1,1,5,60,16.6666666666667,5.53786738351254
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_CM9456-12_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","CM9456-12","test",1,1,1,1,1,NA,1,1,34.8975276752767,46.63,12.0666666666667,0.3,5.43,NA,5,1,NA,0.3,0.12,NA,48,20,5,306,NA,4,1,1,3,1,NA,2,6,3.03,0.32,NA,8,2,2,1,1,5,40,12.0666666666667,4.2109683394834
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_CMB8527_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","CMB8527","test",1,1,1,1,1,NA,1,1,34.6671215880893,37.7,4,0.148,1.8,NA,4,1,NA,0.2,0.104,NA,24,20,4,246,NA,5,1,1,3,1,NA,2,3.4,1.8,0.188,NA,9,1,4,1,1,5,45,4,1.38668486352357
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_COL2215_13",1,13,1,13,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",1,1,1,1,1,NA,1,1,36.5150566037736,60.5,14.1333333333333,0.07,6.36,NA,5,1,NA,0.33,0.31,NA,29,20,5,277,NA,4,1,1,3,1,NA,3,5,2.99,0.34,NA,11,3,3,1,1,5,55,14.1333333333333,5.16079466666666
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_Eco-Blanca_14",1,14,1,14,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,29.2071980676328,57,5.71111111111111,0.09,2.57,NA,5,1,NA,1,0.56,NA,32,20,5,292,NA,5,1,1,3,1,NA,2,4,2.24,0.17,NA,20,2,4,1,1,5,100,5.71111111111111,1.66805553408481
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_GM1692-56_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","GM1692-56","test",1,1,1,1,1,NA,1,1,35.9200366300366,24.85,17.3955555555556,1.01,7.828,NA,5,1,NA,0.5,0.27,NA,90,20,5,260,NA,4,1,1,3,1,NA,3,9.75,3.07,0.34,NA,1,1,3,1,1,5,5,17.3955555555556,6.24848992755394
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_GM214-62_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","GM214-62","test",1,1,1,1,1,NA,1,1,37.4688059701492,51.2,11.6666666666667,0.21,5.25,NA,5,1,NA,0.4,0.2,NA,36.6,20,5,302,NA,5,1,1,3,1,NA,2,6.4,3.04,0.36,NA,13,1,4,1,1,5,65,11.6666666666667,4.37136069651742
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_GM3790-2_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","GM3790-2","test",1,1,1,1,1,NA,1,1,36.0700784313725,65.7,13.5111111111111,0.07,6.08,NA,4,1,NA,0.4,0.24,NA,71,20,4,306,NA,5,1,1,3,1,NA,3,9.2,2.87,0.32,NA,20,1,3,1,2,5,100,13.5111111111111,4.87346837472766
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_SM1127-8_7",1,7,1,7,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",1,1,1,1,1,NA,1,1,34.7935606060606,89,7.77777777777778,0.5,3.5,NA,4,1,NA,0,0,NA,90,20,4,298,NA,1,1,1,3,2,NA,2,10,2.95,0.31,NA,1,1,4,1,1,5,5,7.77777777777778,2.70616582491583
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_SM3106-14_8",1,8,1,8,"test"," (Operator: lizbethpino, Time: )","SM3106-14","test",1,1,1,1,1,NA,1,1,36.6494833948339,58.5,21.0222222222222,0.19,9.46,NA,5,1,NA,0.5,0.33,NA,48.5,20,5,266,NA,2,1,1,2,2,NA,2,10.5,3.06,0.35,NA,7,1,4,1,1,5,35,21.0222222222222,7.70453584255841
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_SM3553-27_9",1,9,1,9,"test"," (Operator: lizbethpino, Time: )","SM3553-27","test",1,1,1,1,1,NA,1,1,32.3876888888889,68.38,7.37777777777778,0.13,3.32,NA,4,1,NA,1,0.78,NA,64.3,20,4,251,NA,4,1,1,2,2,NA,2,5.75,2.48,0.23,NA,10,1,1,1,1,5,50,7.37777777777778,2.38949171358025
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep1_SM3562-32_10",1,10,1,10,"test"," (Operator: lizbethpino, Time: )","SM3562-32","test",1,1,1,1,1,NA,1,1,36.4387218045113,93.25,23.1777777777778,0.23,10.43,NA,4,2,NA,0.25,0.18,NA,70,20,4,296,NA,4,1,1,3,2,NA,2,12.75,3,0.34,NA,8,1,4,1,1,5,40,23.1777777777778,8.44568596491229
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco","Caiseli,Caiselli,CAISELLI","201889CQPRC_tuma_rep1_SMB2446-2_11",1,11,1,11,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",1,1,1,1,1,NA,1,1,33.0461702127659,11,29.9333333333333,0.44,13.47,NA,5,1,NA,2,1.24,NA,124,20,5,295,NA,1,1,1,3,1,NA,3,17,3.12,0.3,NA,6,1,4,1,2,5,30,29.9333333333333,9.89182028368792
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_BLANCA-CANDELILLAS_15",2,15,2,14,"check"," (Operator: lizbethpino, Time: )","BLANCA-CANDELILLAS","test",1,1,1,1,1,NA,1,1,29.1314375436148,91.6,3.44444444444444,0.03,1.55,NA,4,1,NA,0.66,0.31,NA,20,20,4,259,NA,5,1,1,3,1,NA,2,3,1.55,0.117,NA,18,2,1,1,1,5,90,3.44444444444444,1.00341618205784
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_CG1141-1",2,23,2,6,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",1,1,1,1,1,NA,1,1,38.3664,70,8.13333333333333,0.072,3.66,NA,4,1,NA,0.8,0.75,NA,10,20,4,171,NA,5,1,1,3,1,NA,2,6,2.85,0.35,NA,13,1,2,1,1,5,65,8.13333333333333,3.1204672
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_CM9456-12_20",2,20,2,9,"test"," (Operator: lizbethpino, Time: )","CM9456-12","test",1,1,1,1,1,NA,1,1,34.8288235294117,50,5.93333333333333,0.118,2.67,NA,4,1,NA,0.66,0.35,NA,26,20,4,258,NA,4,1,1,3,1,NA,2,4,1.9,0.2,NA,10,2,2,1,1,5,50,5.93333333333333,2.06651019607843
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_CMB8527_16",2,16,2,13,"test"," (Operator: lizbethpino, Time: )","CMB8527","test",1,1,1,1,1,NA,1,1,39.6559259259259,26.2,12.8888888888889,0.44,5.8,NA,4,1,NA,1.4,0.84,NA,29,20,4,279,NA,5,1,1,3,1,NA,2,9,2.79,0.36,NA,7,1,4,1,1,5,35,12.8888888888889,5.11120823045268
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_COL2215_19",2,19,2,10,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",1,1,1,1,1,NA,1,1,37.1122641509434,66.25,2,0.07,0.9,NA,5,1,NA,1,0.71,NA,18,20,5,215,NA,4,1,1,3,1,NA,3,1.5,0.9,0.105,NA,10,3,3,1,1,5,50,2,0.742245283018868
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_Eco-Blanca_25",2,25,2,4,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,33.0617592592592,113,6.13333333333333,0.104,2.76,NA,4,1,NA,0.8,0.66,NA,17,20,4,239,NA,5,1,1,3,1,NA,2,7,2.39,0.23,NA,20,2,4,1,1,5,100,6.13333333333333,2.02778790123456
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_GM1692-56_24",2,24,2,5,"test"," (Operator: lizbethpino, Time: )","GM1692-56","test",1,1,1,1,1,NA,1,1,25.0022222222222,49,0.422222222222222,0.03,0.19,NA,3,1,NA,0,0,NA,9,20,3,155,NA,1,1,1,3,1,NA,3,1,0.19,0.01,NA,1,1,3,1,1,5,5,0.422222222222222,0.105564938271605
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_GM214-62_18",2,18,2,11,"test"," (Operator: lizbethpino, Time: )","GM214-62","test",1,1,1,1,1,NA,1,1,42.0313684210526,101.8,4.91111111111111,0.016,2.21,NA,4,1,NA,0,0,NA,14,20,4,226,NA,5,1,1,3,1,NA,2,3,2.21,0.31,NA,10,1,4,1,1,5,50,4.91111111111111,2.06420720467836
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_GM3790-2_28",2,28,2,1,"test"," (Operator: lizbethpino, Time: )","GM3790-2","test",1,1,1,1,1,NA,1,1,28.9344221105527,68.6,4.93333333333333,0.104,2.22,NA,4,1,NA,0.2,0.09,NA,13.6,20,4,210,NA,5,1,1,3,1,NA,3,5,2.15,0.16,NA,15,1,3,1,2,5,75,4.93333333333333,1.42743149078727
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_SM1127-8_17",2,17,2,12,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",1,1,1,1,1,NA,1,1,32.868947368421,83.5,1.86666666666667,0.05,0.84,NA,4,1,NA,0.5,0.35,NA,23,20,4,269,NA,2,1,1,3,2,NA,2,3,0.84,0.08,NA,4,1,4,1,1,5,20,1.86666666666667,0.613553684210526
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_SM3106-14_26",2,26,2,3,"test"," (Operator: lizbethpino, Time: )","SM3106-14","test",1,1,1,1,1,NA,1,1,36.6976923076923,71.5,10.5111111111111,0.218,4.73,NA,4,1,NA,0.75,0.33,NA,19,20,4,219,NA,4,1,1,2,2,NA,2,9.75,3.01,0.345,NA,5,1,4,1,1,5,25,10.5111111111111,3.85733521367521
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_SM3553-27_22",2,22,2,7,"test"," (Operator: lizbethpino, Time: )","SM3553-27","test",1,1,1,1,1,NA,1,1,35.6247955390334,17.5,9.62222222222222,0.14,4.33,NA,4,1,NA,1,0.93,NA,14,20,4,280,NA,2,1,1,2,2,NA,2,7,3.02,0.33,NA,2,1,1,1,1,5,10,9.62222222222222,3.4278969929781
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep2_SM3562-32_27",2,27,2,2,"test"," (Operator: lizbethpino, Time: )","SM3562-32","test",1,1,1,1,1,NA,1,1,40.6272571428571,124,2.24444444444444,0.07,1.01,NA,4,2,NA,0,0,NA,16,20,4,210,NA,2,1,1,3,2,NA,2,3,1.01,0.135,NA,3,1,4,1,1,5,15,2.24444444444444,0.911856215873013
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco","Caiseli,Caiselli,CAISELLI","201889CQPRC_tuma_rep2_SMB2446-2_29",2,29,3,1,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",1,1,1,1,1,NA,1,1,49.6452112676056,56.5,1.91111111111111,0.04,0.86,NA,3,1,NA,0,0,NA,15,20,3,151,NA,2,1,1,3,1,NA,3,3,0.86,0.15,NA,11,1,4,1,2,5,55,1.91111111111111,0.948775148669796
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_BLANCA-CANDELILLAS_21",3,21,2,8,"check"," (Operator: lizbethpino, Time: )","BLANCA-CANDELILLAS","test",1,1,1,1,1,NA,1,1,32.5014705882353,106,13.3777777777778,0.08,6.02,NA,4,1,NA,2.4,1.91,NA,21,20,4,254,NA,5,1,1,3,1,NA,2,7,3,0.28,NA,17,2,1,1,1,5,85,13.3777777777778,4.34797450980393
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_CG1141-1",3,33,3,5,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",1,1,1,1,1,NA,1,1,28.0795,17.66,4.08888888888889,0.028,1.84,NA,4,1,NA,0.333,0.22,NA,16,20,4,162,NA,3,1,1,3,1,NA,2,3.3,1.72,0.12,NA,13,1,2,1,1,5,65,4.08888888888889,1.14813955555556
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_CM9456-12_39",3,39,3,11,"test"," (Operator: lizbethpino, Time: )","CM9456-12","test",1,1,1,1,1,NA,1,1,38.2859087509349,18,13.6666666666667,0.313,6.15,NA,4,1,NA,2.33,1.66,NA,20,20,4,259,NA,4,1,1,3,1,NA,2,8,3.047,0.373,NA,18,2,2,1,1,5,90,13.6666666666667,5.23240752929445
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_CMB8527_37",3,37,3,9,"test"," (Operator: lizbethpino, Time: )","CMB8527","test",1,1,1,1,1,NA,1,1,39.3928789161727,54.6,10.2,0.172,4.59,NA,4,1,NA,2.4,1.398,NA,18,20,4,246,NA,5,1,1,3,1,NA,2,7.8,2.708,0.346,NA,12,1,4,1,1,5,60,10.2,4.01807364944962
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_COL2215_31",3,31,3,3,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",1,1,1,1,1,NA,1,1,39.8580459770115,48.66,27.6222222222222,0.403,12.43,NA,4,1,NA,1.33,1.27,NA,22,20,4,222,NA,3,1,1,3,1,NA,3,7,3,0.39,NA,14,3,3,1,1,5,70,27.6222222222222,11.0096780332056
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_GM1692-56_36",3,36,3,8,"test"," (Operator: lizbethpino, Time: )","GM1692-56","test",1,1,1,1,1,NA,1,1,43.7069111969112,78.33,24.8222222222222,1.2,11.17,NA,5,1,NA,1.33,0.83,NA,59,20,5,279,NA,3,1,1,3,1,NA,3,13,3.04,0.45,NA,18,1,3,1,1,5,90,24.8222222222222,10.8490266237666
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_GM214-62_42",3,42,3,14,"test"," (Operator: lizbethpino, Time: )","GM214-62","test",1,1,1,1,1,NA,1,1,36.2198850574713,57.6,13.0777777777778,0.094,5.885,NA,4,1,NA,0.75,0.3675,NA,22.2,20,4,245.8,NA,5,1,1,3,1,NA,2,5.75,2.695,0.3025,NA,20,1,4,1,1,5,100,13.0777777777778,4.73675607918264
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_GM3790-2_30",3,30,3,2,"test"," (Operator: lizbethpino, Time: )","GM3790-2","test",1,1,1,1,1,NA,1,1,39.2516858237547,59.5,19.3333333333333,0.44,8.7,NA,4,1,NA,2,1.4,NA,28.5,20,4,233,NA,2,1,1,3,1,NA,3,9.5,2.99,0.38,NA,15,1,3,1,2,5,75,19.3333333333333,7.58865925925923
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_SM1127-8_32",3,32,3,4,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",1,1,1,1,1,NA,1,1,36.1195504344541,67.33,7.71111111111111,0.177,3.47,NA,4,1,NA,0.333,0.14,NA,29,20,4,265,NA,3,1,1,3,2,NA,2,6,2.98,0.333,NA,14,1,4,1,1,5,70,7.71111111111111,2.78521866683457
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_SM3106-14_40",3,40,3,12,"test"," (Operator: lizbethpino, Time: )","SM3106-14","test",1,1,1,1,1,NA,1,1,36.4487002096436,118,8.68888888888889,0.135,3.91,NA,4,2,NA,1.5,0.705,NA,6.5,20,4,247,NA,2,1,1,2,2,NA,2,7,2.69,0.305,NA,16,1,4,1,1,5,80,8.68888888888889,3.16698706266014
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_SM3553-27_35",3,35,3,7,"test"," (Operator: lizbethpino, Time: )","SM3553-27","test",1,1,1,1,1,NA,1,1,33.4639097744361,77,13.6222222222222,0.32,6.13,NA,4,2,NA,3,1.9,NA,68,20,4,264,NA,1,1,1,2,2,NA,2,6,2.95,0.29,NA,14,1,1,1,1,5,70,13.6222222222222,4.55852815371762
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep3_SM3562-32_34",3,34,3,6,"test"," (Operator: lizbethpino, Time: )","SM3562-32","test",1,1,1,1,1,NA,1,1,44.4401621621621,48,2.42222222222222,0.04,1.09,NA,4,1,NA,0,0,NA,19,20,4,177,NA,2,1,1,3,2,NA,2,3,1.09,0.165,NA,14,1,4,1,1,5,70,2.42222222222222,1.07643948348348
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco","Caiseli,Caiselli,CAISELLI","201889CQPRC_tuma_rep3_SMB2446-2_38",3,38,3,10,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",1,1,1,1,1,NA,1,1,41.3771350441733,74.25,7.13333333333333,0.27,3.21,NA,4,1,NA,1.5,1.035,NA,22,20,4,241,NA,4,1,1,3,1,NA,3,5.25,2.755,0.378,NA,12,1,4,1,2,5,60,7.13333333333333,2.95156896648436
2018,"201889CQPRC_tuma","201889CQPRC_tuma",4,4.5,"2018-August-31","2019-July-02","Tumaco",NA,"201889CQPRC_tuma_rep_Eco-Blanca_41",3,41,3,13,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,29.799109540636,81.2,9.87111111111111,0.154,4.442,NA,4,1,NA,2.75,1.98,NA,16,20,4,251,NA,5,1,1,3,1,NA,2,6.25,3.073,0.243,NA,20,2,4,1,1,5,100,9.87111111111111,2.94150321287789
2018,"201890BCPRC_tuma","201890BCPRC_tuma",4,4.5,"2018-November-14","2019-August-14","Tumaco",NA,"201890BCPRC_tuma_rep1_Eco-Blanca_1",1,1,1,1,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,29.2949322879543,100.6,12.6177777777778,0.315,5.678,NA,5,1,NA,6.8,4.142,NA,10,20,5,244.2,NA,5,1,1,3,1,NA,2,12,3.038,0.232,NA,20,2,1,1,1,5,100,12.6177777777778,3.69636945624455
2018,"201890BCPRC_tuma","201890BCPRC_tuma",4,4.5,"2018-November-14","2019-August-14","Tumaco",NA,"201890BCPRC_tuma_rep1_GM3518-66_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","GM3518-66","test",1,1,1,1,1,NA,1,1,32.2886647314949,19.8,10.5155555555556,0.281,4.732,NA,5,1,NA,6.4,2.802,NA,12.2,20,5,287,NA,5,1,1,3,1,NA,2,16.4,3.036,0.28,NA,20,3,4,1,4,5,100,10.5155555555556,3.39533247798743
2018,"201890BCPRC_tuma","201890BCPRC_tuma",4,4.5,"2018-November-14","2019-August-14","Tumaco",NA,"201890BCPRC_tuma_rep1_GM5194-13_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","GM5194-13","test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,0,NA,NA
2018,"201890BCPRC_tuma","201890BCPRC_tuma",4,4.5,"2018-November-14","2019-August-14","Tumaco",NA,"201890BCPRC_tuma_rep1_SM3536-44_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",1,1,1,1,1,NA,1,1,31.1993832599119,78,9.35,0.365,4.2075,NA,5,1,NA,2.75,2.1975,NA,7.75,20,5,276.25,NA,4,1,1,3,1,NA,1,12.25,2.485,0.215,NA,18,1,4,1,2,5,90,9.35,2.91714233480176
2018,"201890BCPRC_tuma","201890BCPRC_tuma",4,4.5,"2018-November-14","2019-August-14","Tumaco",NA,"201890BCPRC_tuma_rep1_SM3767-84_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","SM3767-84","test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,0,NA,NA
2018,"201890BCPRC_tuma","201890BCPRC_tuma",4,4.5,"2018-November-14","2019-August-14","Tumaco",NA,"201890BCPRC_tuma_rep2_Eco-Blanca_6",2,6,2,5,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,28.8054900515844,61.4,11.4844444444444,0.399,5.168,NA,5,1,NA,6.2,4.916,NA,7.8,20,5,248.6,NA,5,1,1,3,1,NA,2,11,2.93,0.216,NA,20,2,1,1,1,5,100,11.4844444444444,3.30815050192417
2018,"201890BCPRC_tuma","201890BCPRC_tuma",4,4.5,"2018-November-14","2019-August-14","Tumaco",NA,"201890BCPRC_tuma_rep2_GM3518-66_7",2,7,2,4,"test"," (Operator: lizbethpino, Time: )","GM3518-66","test",1,1,1,1,1,NA,1,1,29.3983333333333,39.4,5.98222222222222,0.275,2.692,NA,4,1,NA,3.8,1.436,NA,4.6,20,4,242.8,NA,5,1,1,3,1,NA,2,9.2,2.626,0.202,NA,17,3,4,1,4,5,85,5.98222222222222,1.75867362962963
